id,stress_level,category,trigger_tag,recommendation_text,duration_minutes,frequency_per_day,suggested_timing,cultural_note,evidence_note,source_name,source_url
86,high,breathing,headache,"Slow belly breathing: inhale through nose, exhale longer than inhale for 10 minutes",10,4,before sleep,,"Prioritize today; if symptoms feel overwhelming, consider professional support.",WHO Doing What Matters in Times of Stress (PDF),https://iris.who.int/bitstream/handle/10665/331901/9789240003910-eng.pdf?sequence=1
87,high,breathing,headache,"Slow belly breathing: inhale through nose, exhale longer than inhale for 10 minutes",10,2,during acute stress,,"Prioritize today; if symptoms feel overwhelming, consider professional support.",WHO Doing What Matters in Times of Stress (PDF),https://iris.who.int/bitstream/handle/10665/331901/9789240003910-eng.pdf?sequence=1
88,high,breathing,work_pressure,"Slow belly breathing: inhale through nose, exhale longer than inhale for 15 minutes",15,4,during acute stress,,"Prioritize today; if symptoms feel overwhelming, consider professional support.",WHO Doing What Matters in Times of Stress (PDF),https://iris.who.int/bitstream/handle/10665/331901/9789240003910-eng.pdf?sequence=1
89,high,meditation,racing_thoughts,Body-scan relaxation: relax from head to toes for 3 minutes,3,2,during acute stress,Sri Lanka context: can be done at home or during temple/quiet time.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",WHO Doing What Matters in Times of Stress (PDF),https://iris.who.int/bitstream/handle/10665/331901/9789240003910-eng.pdf?sequence=1
90,high,meditation,irritability,Body-scan relaxation: relax from head to toes for 3 minutes,3,3,before sleep,Sri Lanka context: suitable for long bus/train commutes.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",WHO Doing What Matters in Times of Stress (PDF),https://iris.who.int/bitstream/handle/10665/331901/9789240003910-eng.pdf?sequence=1
91,high,meditation,irritability,Mindful breathing (Anapanasati): focus on breath at nostrils for 5 minutes,5,2,during acute stress,Sri Lanka context: can be done at home or during temple/quiet time.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",WHO Doing What Matters in Times of Stress (PDF),https://iris.who.int/bitstream/handle/10665/331901/9789240003910-eng.pdf?sequence=1
92,high,meditation,racing_thoughts,Short guided mindfulness practice (ACT-style) for 7 minutes,7,4,before sleep,Sri Lanka context: adapt to your daily routine and family schedule.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",WHO Doing What Matters in Times of Stress (PDF),https://iris.who.int/bitstream/handle/10665/331901/9789240003910-eng.pdf?sequence=1
93,high,meditation,burnout,Loving-kindness (Metta) reflection for 3 minutes,3,2,morning + evening,Sri Lanka context: can be done at home or during temple/quiet time.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",WHO Doing What Matters in Times of Stress (PDF),https://iris.who.int/bitstream/handle/10665/331901/9789240003910-eng.pdf?sequence=1
94,high,meditation,worry,Loving-kindness (Metta) reflection for 5 minutes,5,4,morning + evening,Sri Lanka context: can be done at home or during temple/quiet time.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",WHO Doing What Matters in Times of Stress (PDF),https://iris.who.int/bitstream/handle/10665/331901/9789240003910-eng.pdf?sequence=1
95,high,meditation,low_mood,Short guided mindfulness practice (ACT-style) for 3 minutes,3,4,during acute stress,Sri Lanka context: adapt to your daily routine and family schedule.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",WHO Doing What Matters in Times of Stress (PDF),https://iris.who.int/bitstream/handle/10665/331901/9789240003910-eng.pdf?sequence=1
96,high,meditation,burnout,Short guided mindfulness practice (ACT-style) for 7 minutes,7,4,during acute stress,Sri Lanka context: can be done at home or during temple/quiet time.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",WHO Doing What Matters in Times of Stress (PDF),https://iris.who.int/bitstream/handle/10665/331901/9789240003910-eng.pdf?sequence=1
97,high,sleep_plan,caffeine,"Keep bedroom cool, dark, quiet; use fan/ventilation if needed",7,4,during acute stress,Sri Lanka context: limit strong tea/coffee in the evening.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",Sri Lanka Journal of Child Health: Sleep hygiene study (2022) (PDF),https://sljch.sljol.info/articles/10211/files/submission/proof/10211-1-39724-1-10-20220714.pdf
98,high,sleep_plan,caffeine,"If you can’t sleep in 20 minutes, get up and do a calm activity, then return to bed",5,3,before sleep,Sri Lanka context: avoid heavy late-night rice meals when possible.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",Sri Lanka Journal of Child Health: Sleep hygiene study (2022) (PDF),https://sljch.sljol.info/articles/10211/files/submission/proof/10211-1-39724-1-10-20220714.pdf
99,high,sleep_plan,night_awakenings,Reduce screen time 60 minutes before bed; use dim light after 7:00 PM,10,2,during acute stress,Sri Lanka context: avoid heavy late-night rice meals when possible.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",Sri Lanka Journal of Child Health: Sleep hygiene study (2022) (PDF),https://sljch.sljol.info/articles/10211/files/submission/proof/10211-1-39724-1-10-20220714.pdf
100,high,sleep_plan,screen_time,Avoid tea/coffee after 4:00 PM and keep dinner before 7:30 PM,15,3,during acute stress,Sri Lanka context: avoid heavy late-night rice meals when possible.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",Sri Lanka Journal of Child Health: Sleep hygiene study (2022) (PDF),https://sljch.sljol.info/articles/10211/files/submission/proof/10211-1-39724-1-10-20220714.pdf
101,high,sleep_plan,screen_time,"If you can’t sleep in 20 minutes, get up and do a calm activity, then return to bed",15,3,before sleep,Sri Lanka context: avoid heavy late-night rice meals when possible.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",Sri Lanka Journal of Child Health: Sleep hygiene study (2022) (PDF),https://sljch.sljol.info/articles/10211/files/submission/proof/10211-1-39724-1-10-20220714.pdf
102,high,sleep_plan,screen_time,Reduce screen time 60 minutes before bed; use dim light after 7:00 PM,10,2,morning + evening,Sri Lanka context: limit strong tea/coffee in the evening.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",Sri Lanka Journal of Child Health: Sleep hygiene study (2022) (PDF),https://sljch.sljol.info/articles/10211/files/submission/proof/10211-1-39724-1-10-20220714.pdf
103,high,sleep_plan,caffeine,Reduce screen time 60 minutes before bed; use dim light after 7:00 PM,15,4,during acute stress,Sri Lanka context: reduce late-night mobile/social media use.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",Sri Lanka Journal of Child Health: Sleep hygiene study (2022) (PDF),https://sljch.sljol.info/articles/10211/files/submission/proof/10211-1-39724-1-10-20220714.pdf
104,high,sleep_plan,insomnia,Sleep plan: keep a fixed bedtime 11:00 PM and wake time 5:30 AM daily,3,4,during acute stress,Sri Lanka context: reduce late-night mobile/social media use.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",Sri Lanka Journal of Child Health: Sleep hygiene study (2022) (PDF),https://sljch.sljol.info/articles/10211/files/submission/proof/10211-1-39724-1-10-20220714.pdf
105,high,calming_audio,commute_stress,Listen to slow instrumental music (~60–80 BPM) for 7 minutes,7,4,before sleep,Sri Lanka context: can be done at home or during temple/quiet time.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",Healing through Pirit Chanting in Sri Lanka (PDF),https://www.cujucr.com/downloads/pdf_8_2010/Lasanthi.pdf
106,high,calming_audio,trouble_relaxing,Listen to nature sounds (rain/ocean) for 10 minutes to unwind,10,2,before sleep,Sri Lanka context: suitable for long bus/train commutes.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",Healing through Pirit Chanting in Sri Lanka (PDF),https://www.cujucr.com/downloads/pdf_8_2010/Lasanthi.pdf
107,high,calming_audio,overthinking,Listen to calming Pirith/Paritta chanting for 3 minutes at low volume,3,4,before sleep,Sri Lanka context: suitable for long bus/train commutes.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",Healing through Pirit Chanting in Sri Lanka (PDF),https://www.cujucr.com/downloads/pdf_8_2010/Lasanthi.pdf
108,high,calming_audio,commute_stress,Listen to calming Pirith/Paritta chanting for 10 minutes at low volume,10,2,before sleep,Sri Lanka context: suitable for long bus/train commutes.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",Healing through Pirit Chanting in Sri Lanka (PDF),https://www.cujucr.com/downloads/pdf_8_2010/Lasanthi.pdf
109,high,calming_audio,bedtime_stress,Listen to calming Pirith/Paritta chanting for 10 minutes at low volume,10,3,before sleep,Sri Lanka context: adapt to your daily routine and family schedule.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",Healing through Pirit Chanting in Sri Lanka (PDF),https://www.cujucr.com/downloads/pdf_8_2010/Lasanthi.pdf
110,high,calming_audio,trouble_relaxing,Listen to slow instrumental music (~60–80 BPM) for 3 minutes,3,3,before sleep,Sri Lanka context: suitable for long bus/train commutes.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",Healing through Pirit Chanting in Sri Lanka (PDF),https://www.cujucr.com/downloads/pdf_8_2010/Lasanthi.pdf
111,high,calming_audio,bedtime_stress,Listen to calming Pirith/Paritta chanting for 5 minutes at low volume,5,2,morning + evening,Sri Lanka context: suitable for long bus/train commutes.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",Healing through Pirit Chanting in Sri Lanka (PDF),https://www.cujucr.com/downloads/pdf_8_2010/Lasanthi.pdf
112,high,calming_audio,overthinking,Listen to calming Pirith/Paritta chanting for 5 minutes at low volume,5,3,morning + evening,Sri Lanka context: adapt to your daily routine and family schedule.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",Healing through Pirit Chanting in Sri Lanka (PDF),https://www.cujucr.com/downloads/pdf_8_2010/Lasanthi.pdf
113,high,lifestyle,poor_routine,Limit heavy late-night meals; choose lighter options if eating late,30,3,during acute stress,Sri Lanka context: can be done at home or during temple/quiet time.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",HPB Sri Lanka Health Promoting Workplace Programme Guideline 2024 (PDF),https://hpb.health.gov.lk/wp-content/uploads/2024/12/National-Guideline-for-Health-Promoting-Workplace-Programme-Sri-Lanka-2024.pdf
114,high,lifestyle,long_commute,Limit heavy late-night meals; choose lighter options if eating late,30,3,morning + evening,Sri Lanka context: can be done at home or during temple/quiet time.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",HPB Sri Lanka Health Promoting Workplace Programme Guideline 2024 (PDF),https://hpb.health.gov.lk/wp-content/uploads/2024/12/National-Guideline-for-Health-Promoting-Workplace-Programme-Sri-Lanka-2024.pdf
115,high,lifestyle,overwork,Light stretching/yoga for 5 minutes,5,4,during acute stress,Sri Lanka context: adapt to your daily routine and family schedule.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",HPB Sri Lanka Health Promoting Workplace Programme Guideline 2024 (PDF),https://hpb.health.gov.lk/wp-content/uploads/2024/12/National-Guideline-for-Health-Promoting-Workplace-Programme-Sri-Lanka-2024.pdf
116,high,lifestyle,sedentary,Limit heavy late-night meals; choose lighter options if eating late,15,3,before sleep,Sri Lanka context: suitable for long bus/train commutes.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",HPB Sri Lanka Health Promoting Workplace Programme Guideline 2024 (PDF),https://hpb.health.gov.lk/wp-content/uploads/2024/12/National-Guideline-for-Health-Promoting-Workplace-Programme-Sri-Lanka-2024.pdf
117,high,lifestyle,sedentary,Brief prayer/quiet time at temple/church/mosque or at home for 7 minutes,7,4,before sleep,Sri Lanka context: adapt to your daily routine and family schedule.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",HPB Sri Lanka Health Promoting Workplace Programme Guideline 2024 (PDF),https://hpb.health.gov.lk/wp-content/uploads/2024/12/National-Guideline-for-Health-Promoting-Workplace-Programme-Sri-Lanka-2024.pdf
118,high,lifestyle,sedentary,Brief prayer/quiet time at temple/church/mosque or at home for 10 minutes,10,2,before sleep,Sri Lanka context: adapt to your daily routine and family schedule.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",HPB Sri Lanka Health Promoting Workplace Programme Guideline 2024 (PDF),https://hpb.health.gov.lk/wp-content/uploads/2024/12/National-Guideline-for-Health-Promoting-Workplace-Programme-Sri-Lanka-2024.pdf
119,high,lifestyle,poor_routine,Hydrate well and take a short break from screens every 60–90 minutes,15,4,before sleep,Sri Lanka context: suitable for long bus/train commutes.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",HPB Sri Lanka Health Promoting Workplace Programme Guideline 2024 (PDF),https://hpb.health.gov.lk/wp-content/uploads/2024/12/National-Guideline-for-Health-Promoting-Workplace-Programme-Sri-Lanka-2024.pdf
120,high,lifestyle,poor_routine,Brief prayer/quiet time at temple/church/mosque or at home for 10 minutes,10,3,before sleep,Sri Lanka context: adapt to your daily routine and family schedule.,"Prioritize today; if symptoms feel overwhelming, consider professional support.",HPB Sri Lanka Health Promoting Workplace Programme Guideline 2024 (PDF),https://hpb.health.gov.lk/wp-content/uploads/2024/12/National-Guideline-for-Health-Promoting-Workplace-Programme-Sri-Lanka-2024.pdf
